text,label
summarize the screen,read_screen
read current window,read_screen
read what's on the screen,read_screen
analyze screen content,read_screen
understand what's displayed,read_screen
tell me what I'm looking at,read_screen
interpret what's shown,read_screen
scan the screen text,read_screen
read screen aloud,read_screen
describe what's visible,read_screen
explain screen contents,read_screen
read the display,read_screen
analyze what's on screen,read_screen
understand the screen,read_screen
read the current view,read_screen
describe the current screen,read_screen
set volume to 50,adjust_volume
volume up,adjust_volume
volume down,adjust_volume
mute,adjust_volume
unmute,adjust_volume
turn volume higher,adjust_volume
make volume lower,adjust_volume
increase volume,adjust_volume
decrease volume,adjust_volume
lower volume to 30,adjust_volume
raise the volume,adjust_volume
turn up the sound,adjust_volume
turn down the sound,adjust_volume
mute the audio,adjust_volume
unmute the sound,adjust_volume
adjust the volume,adjust_volume
change volume level,adjust_volume
set sound level,adjust_volume
control volume,adjust_volume
modify audio level,adjust_volume
turn off sound,adjust_volume
turn on sound,adjust_volume
boost the volume,adjust_volume
reduce the volume,adjust_volume
what time is it,get_current_time
current time,get_current_time
tell me the time,get_current_time
what's the time now,get_current_time
can you tell me the time,get_current_time
show me the time,get_current_time
what's the current time,get_current_time
give me the time,get_current_time
check the time,get_current_time
time right now,get_current_time
present time,get_current_time
what time it is,get_current_time
display the time,get_current_time
show current time,get_current_time
tell me current time,get_current_time
what date is it,get_current_date
current date,get_current_date
tell me today's date,get_current_date
what's today,get_current_date
today's date please,get_current_date
what's the date today,get_current_date
give me today's date,get_current_date
show me the date,get_current_date
what's the current date,get_current_date
tell me the date,get_current_date
check today's date,get_current_date
today's date,get_current_date
what day is it today,get_current_date
display today's date,get_current_date
show current date,get_current_date
send email to john@example.com subject meeting,send_email
compose email,send_email
email bob@example.com about project,send_email
send email to alice@example.com subject update,send_email
email support@company.com,send_email
mail john.doe@example.com,send_email
message admin@site.org,send_email
send message to contact@business.com,send_email
email the team about updates,send_email
compose message to client,send_email
send mail to supervisor,send_email
draft email to colleague,send_email
write email to customer,send_email
message the administrator,send_email
send email about meeting,send_email
compose email message,send_email
email someone,send_email
send electronic mail,send_email
draft a message,send_email
write an email,send_email
open file document.txt,open_file
open report.pdf,open_file
load file budget.xlsx,open_file
open notes.doc,open_file
load presentation.ppt,open_file
open config.json,open_file
load data.csv,open_file
open script.py,open_file
load image.png,open_file
open video.mp4,open_file
load audio.wav,open_file
open database.db,open_file
load settings.ini,open_file
open readme.md,open_file
load backup.zip,open_file
open the file,open_file
load the document,open_file
open this file,open_file
load that document,open_file
open the text file,open_file
load the spreadsheet,open_file
open the presentation,open_file
load the image,open_file
open the configuration,open_file
scroll down by 2000 units,scroll_mouse
scroll up 1500,scroll_mouse
please scroll down,scroll_mouse
move the page up 3000,scroll_mouse
scroll the window up,scroll_mouse
scroll it down slowly,scroll_mouse
scroll the screen down by 1000,scroll_mouse
move down on the page,scroll_mouse
scroll back to top,scroll_mouse
scroll all the way down,scroll_mouse
left click,click_mouse
right click,click_mouse
perform a left click,click_mouse
click the left mouse button,click_mouse
click on the screen,click_mouse
please click here,click_mouse
click the button,click_mouse
do a right click,click_mouse
open context menu with right click,click_mouse
double click,click_mouse
move cursor to 100 200,move_cursor
move the mouse to the top right,move_cursor
move my cursor to 500 500,move_cursor
place cursor at 300 300,move_cursor
move mouse here,move_cursor
set cursor position to 400 600,move_cursor
move the cursor down,move_cursor
bring cursor to bottom left,move_cursor
move it to center,move_cursor
move mouse pointer,move_cursor
get my cursor position,get_cursor_position
where is the cursor,get_cursor_position
tell me cursor location,get_cursor_position
find current mouse position,get_cursor_position
what is my mouse location,get_cursor_position
report cursor coordinates,get_cursor_position
where's the mouse right now,get_cursor_position
get mouse position,get_cursor_position
show cursor location,get_cursor_position
tell me the mouse coordinates,get_cursor_position
what's my screen size,get_screen_size
tell me screen resolution,get_screen_size
get display dimensions,get_screen_size
how big is my screen,get_screen_size
what is my display size,get_screen_size
report screen width and height,get_screen_size
show screen resolution,get_screen_size
tell me monitor size,get_screen_size
get my screen dimensions,get_screen_size
display screen resolution,get_screen_size
run dir in terminal,run_command
execute ls -la,run_command
run the command ipconfig,run_command
please run ping google.com,run_command
execute a shell command,run_command
open powershell and run dir,run_command
run shutdown now,run_command
start cmd and type whoami,run_command
run command line command,run_command
run clear in terminal,run_command
start a mock technical interview for amazon,start_interview_session
begin a mock behavioral interview for google,start_interview_session
start a mock interview for meta,start_interview_session
launch a mock behavioral and technical interview,start_interview_session
begin an amazon mock interview,start_interview_session
start technical interview session,start_interview_session
start behavioral interview session,start_interview_session
initiate mock interview,start_interview_session
please start an interview session,start_interview_session
begin mock interview session,start_interview_session
next question please,get_next_question
give me the next interview question,get_next_question
what's the next question,get_next_question
next one,get_next_question
continue with the next question,get_next_question
please ask the next question,get_next_question
next prompt,get_next_question
proceed to next question,get_next_question
ask me the next question,get_next_question
move to next question,get_next_question
set my resume path,set_resume_path
set resume to /documents/resume.pdf,set_resume_path
define my resume location,set_resume_path
upload my resume,set_resume_path
set the path for my resume,set_resume_path
input my resume file,set_resume_path
update resume path,set_resume_path
load my resume document,set_resume_path
choose resume file,set_resume_path
save my resume path,set_resume_path
tell about yourself,tell_about_yourself
answer tell me about yourself,tell_about_yourself
respond to tell me about yourself,tell_about_yourself
how do you answer tell about yourself,tell_about_yourself
reply to tell about yourself question,tell_about_yourself
simulate tell about yourself answer,tell_about_yourself
give me tell about yourself response,tell_about_yourself
what's your tell about yourself answer,tell_about_yourself
mock answer for tell about yourself,tell_about_yourself
interview question tell about yourself,tell_about_yourself
evaluate my interview answers,evaluate_interview
score my responses,evaluate_interview
give feedback on my interview,evaluate_interview
assess my answers,evaluate_interview
rate my mock interview,evaluate_interview
review my responses,evaluate_interview
provide feedback on answers,evaluate_interview
evaluate my performance,evaluate_interview
analyze my interview,evaluate_interview
grade my interview session,evaluate_interview
check my code solution,check_code_solution
review this code,check_code_solution
is my code correct,check_code_solution
analyze my code answer,check_code_solution
evaluate my code submission,check_code_solution
give feedback on code,check_code_solution
check solution for correctness,check_code_solution
validate my code,check_code_solution
please review my code,check_code_solution
verify my code answer,check_code_solution
